Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Stock market's December performance in balance as 'Santa Claus rally' begins; S&P 500 erases December loss in preholiday bounce,3149201052,Newspapers,"Watts, William",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 26, 2024",, English, English, South Brunswick,"Dec 26, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-markets-december-performance-balance-as/docview/3149201052/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+market%27s+December+performance+in+balance+as+%27Santa+Claus+rally%27+begins%3B+S%26P+500+erases+December+loss+in+preholiday+bounce&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+market%27s+December+performance+in+balance+as+%27Santa+Claus+rally%27+begins%3B+S%26amp%3BP+500+erases+December+loss+in+preholiday+bounce&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Watts,ABI/INFORM Collection
Stock market's December performance in balance as 'Santa Claus rally' begins; S&P 500 erases December loss in preholiday bounce,3148829940,Newspapers,"Watts, William",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 24, 2024",, English, English, South Brunswick,"Dec 24, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-markets-december-performance-balance-as/docview/3148829940/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+market%27s+December+performance+in+balance+as+%27Santa+Claus+rally%27+begins%3B+S%26P+500+erases+December+loss+in+preholiday+bounce&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+market%27s+December+performance+in+balance+as+%27Santa+Claus+rally%27+begins%3B+S%26amp%3BP+500+erases+December+loss+in+preholiday+bounce&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Watts,ABI/INFORM Collection
Materials are the worst performer in the S&P 500 this year. What 2025 holds for this beaten-down sector. There might be a bullish story underway for materials stocks in 2025 — but watch out for this wild card,3148392048,Newspapers,"Wang, Isabel",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 23, 2024",, English, English, South Brunswick,"Dec 23, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/materials-are-worst-performer-s-p-500-this-year/docview/3148392048/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Materials+are+the+worst+performer+in+the+S%26P+500+this+year.+What+2025+holds+for+this+beaten-down+sector.+There+might+be+a+bullish+story+underway+for+materials+stocks+in+2025+%E2%80%94+but+watch+out+for+this+wild+card&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Materials+are+the+worst+performer+in+the+S%26amp%3BP+500+this+year.+What+2025+holds+for+this+beaten-down+sector.+There+might+be+a+bullish+story+underway+for+materials+stocks+in+2025+%26mdash%3B+but+watch+out+for+this+wild+card&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Wang,ABI/INFORM Collection
Your Questions Answered: Nasdaq 100 vs. S&P 500-Which index is better for investing?,3148361795,Newspapers,,," Copyright HT Digital Streams Limited Dec 23, 2024", News," Dec 23, 2024",, English, English, New Delhi,"Dec 23, 2024",Mint,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/your-questions-answered-nasdaq-100-vs-s-amp-p-500/docview/3148361795/se-2?accountid=14762," 52599 Other Financial Vehicles , 52591 Open-End Investment Funds , 52394 Portfolio Management and Investment Advice"," 52599 Other Financial Vehicles , 52591 Open-End Investment Funds , 52394 Portfolio Management and Investment Advice",," 52599 Other Financial Vehicles , 52591 Open-End Investment Funds , 52394 Portfolio Management and Investment Advice",," 52599 Other Financial Vehicles , 52591 Open-End Investment Funds , 52394 Portfolio Management and Investment Advice"," ECONOMICS , SUSTAINABILITY , FINANCE , ECONOMICS , FINANCE , SUSTAINABILITY , FINANCE , SUSTAINABILITY , ECONOMICS , SUSTAINABILITY , Investors , FINANCE , ECONOMICS , FINANCE , United States--US , India",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Your+Questions+Answered%3A+Nasdaq+100+vs.+S%26amp%3BP+500-Which+index+is+better+for+investing%3F&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Your+Questions+Answered%3A+Nasdaq+100+vs.+S%26amp%3BP+500-Which+index+is+better+for+investing%3F&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=,ABI/INFORM Collection
"Why the stock market may sell off even more in January; Also: A high-income play that has beaten the S&P 500's 10-year return, a new official whiskey category for the U.S., and other weekend reads",3147647245,Newspapers,Philip van Doorn,," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 21, 2024",, English, English, South Brunswick,"Dec 21, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/why-stock-market-may-sell-off-even-more-january/docview/3147647245/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Why+the+stock+market+may+sell+off+even+more+in+January%3B+Also%3A+A+high-income+play+that+has+beaten+the+S%26P+500%27s+10-year+return%2C+a+new+official+whiskey+category+for+the+U.S.%2C+and+other+weekend+reads&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Why+the+stock+market+may+sell+off+even+more+in+January%3B+Also%3A+A+high-income+play+that+has+beaten+the+S%26amp%3BP+500%27s+10-year+return%2C+a+new+official+whiskey+category+for+the+U.S.%2C+and+other+weekend+reads&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"Why the stock market may sell off even more in January; Also: A high-income play that has beaten the S&P 500's 10-year return, a new official whiskey category for the U.S., and other weekend reads",3147475846,Newspapers,Philip van Doorn,," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 20, 2024",, English, English, South Brunswick,"Dec 20, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/why-stock-market-may-sell-off-even-more-january/docview/3147475846/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Why+the+stock+market+may+sell+off+even+more+in+January%3B+Also%3A+A+high-income+play+that+has+beaten+the+S%26P+500%27s+10-year+return%2C+a+new+official+whiskey+category+for+the+U.S.%2C+and+other+weekend+reads&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Why+the+stock+market+may+sell+off+even+more+in+January%3B+Also%3A+A+high-income+play+that+has+beaten+the+S%26amp%3BP+500%27s+10-year+return%2C+a+new+official+whiskey+category+for+the+U.S.%2C+and+other+weekend+reads&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"20 fintech companies expected to grow rapidly through 2026, including Upstart; These innovators are expected to increase revenue at multiples of expected growth rates for the S&P 500",3147449749,Newspapers,"Bary, Emily;Philip van Doorn",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 20, 2024",, English, English, South Brunswick,"Dec 20, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/20-fintech-companies-expected-grow-rapidly/docview/3147449749/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=20+fintech+companies+expected+to+grow+rapidly+through+2026%2C+including+Upstart%3B+These+innovators+are+expected+to+increase+revenue+at+multiples+of+expected+growth+rates+for+the+S%26P+500&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=20+fintech+companies+expected+to+grow+rapidly+through+2026%2C+including+Upstart%3B+These+innovators+are+expected+to+increase+revenue+at+multiples+of+expected+growth+rates+for+the+S%26amp%3BP+500&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Bary,ABI/INFORM Collection
Key Fed Inflation Rate Cools In November; S&P 500 Rallies,3147440090,Newspapers,"Graham, Jed",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 20, 2024",, English, English, Los Angeles,"Dec 20, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/key-fed-inflation-rate-cools-november-s-p-500/docview/3147440090/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Key+Fed+Inflation+Rate+Cools+In+November%3B+S%26P+500+Rallies&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Key+Fed+Inflation+Rate+Cools+In+November%3B+S%26amp%3BP+500+Rallies&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
Big Tech ETF on pace to snap weekly winning streak amid S&P 500 breadth worries; The U.S. stock market is struggling to rebound after this week's Fed meeting,3147226947,Newspapers,"Idzelis, Christine",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 20, 2024",, English, English, South Brunswick,"Dec 20, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/big-tech-etf-on-pace-snap-weekly-winning-streak/docview/3147226947/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Big+Tech+ETF+on+pace+to+snap+weekly+winning+streak+amid+S%26P+500+breadth+worries%3B+The+U.S.+stock+market+is+struggling+to+rebound+after+this+week%27s+Fed+meeting&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Big+Tech+ETF+on+pace+to+snap+weekly+winning+streak+amid+S%26amp%3BP+500+breadth+worries%3B+The+U.S.+stock+market+is+struggling+to+rebound+after+this+week%27s+Fed+meeting&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
MicroStrategy Stock's Momentum Is Fading Fast. An S&P 500 Addition Seems Unlikely.,3147202570,Newspapers,"Bary, Andrew",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Dec 20, 2024",, English, English, New York,"Dec 20, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/microstrategy-stocks-momentum-is-fading-fast-s/docview/3147202570/se-2?accountid=14762,,,,,,," ECONOMICS , ACCTAX , FINANCE , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=MicroStrategy+Stock%27s+Momentum+Is+Fading+Fast.+An+S%26amp%3BP+500+Addition+Seems+Unlikely.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=MicroStrategy+Stock%27s+Momentum+Is+Fading+Fast.+An+S%26amp%3BP+500+Addition+Seems+Unlikely.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Bary,"ABI/INFORM Collection, Research Library"
MicroStrategy Stock Momentum Is Fading Fast; S&P 500 Addition Seems Unlikely,3147191728,Newspapers,"Bary, Andrew",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Dec 19, 2024",, English, English, New York,"Dec 19, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/microstrategy-stock-momentum-is-fading-fast-s-p/docview/3147191728/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=MicroStrategy+Stock+Momentum+Is+Fading+Fast%3B+S%26P+500+Addition+Seems+Unlikely&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=MicroStrategy+Stock+Momentum+Is+Fading+Fast%3B+S%26amp%3BP+500+Addition+Seems+Unlikely&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Bary,"ABI/INFORM Collection, Research Library"
"Dow Jones, S&P 500 Claw Back; Palantir Climbs As Telehealth Name Topples (Live Coverage)",3147062988,Newspapers,"Koenig, Kimberley"," NVidia Corp , Palantir Technologies"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 19, 2024",, English, English, Los Angeles,"Dec 19, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-claw-back-palantir-climbs/docview/3147062988/se-2?accountid=14762," 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places"," 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places",," 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places",," 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places"," Dow Jones averages , FINANCE , ECONOMICS , INDUSTRY , FINANCE , SUSTAINABILITY , SUSTAINABILITY , Telemedicine , SUSTAINABILITY , New York , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+Claw+Back%3B+Palantir+Climbs+As+Telehealth+Name+Topples+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+Claw+Back%3B+Palantir+Climbs+As+Telehealth+Name+Topples+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Koenig,ABI/INFORM Collection
"Could the S&P 500 close at 7,000 by the end of next year? How investors should read rosy 2025 projections. Wall Street forecasts another year of gains after stellar back-to-back returns in 2024 and 2023",3146879236,Newspapers,"Wang, Isabel"," UBS AG , Deutsche Bank AG"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 19, 2024",, English, English, South Brunswick,"Dec 19, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/could-s-amp-p-500-close-at-7-000-end-next-year/docview/3146879236/se-2?accountid=14762," 52394 Portfolio Management and Investment Advice , 52321 Securities and Commodity Exchanges"," 52394 Portfolio Management and Investment Advice , 52321 Securities and Commodity Exchanges",," 52394 Portfolio Management and Investment Advice , 52321 Securities and Commodity Exchanges",," 52394 Portfolio Management and Investment Advice , 52321 Securities and Commodity Exchanges"," FINANCE , Investments , Estimates , FINANCE , FINANCE , SUSTAINABILITY , Dow Jones averages , ECONOMICS , FINANCE , Financial executives , Investors , FINANCE , BANKING , Trump, Donald J , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Could+the+S%26amp%3BP+500+close+at+7%2C000+by+the+end+of+next+year%3F+How+investors+should+read+rosy+2025+projections.+Wall+Street+forecasts+another+year+of+gains+after+stellar+back-to-back+returns+in+2024+and+2023&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Could+the+S%26amp%3BP+500+close+at+7%2C000+by+the+end+of+next+year%3F+How+investors+should+read+rosy+2025+projections.+Wall+Street+forecasts+another+year+of+gains+after+stellar+back-to-back+returns+in+2024+and+2023&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Wang,ABI/INFORM Collection
"Lennox To Join S&P 500 Index, Replacing Catalent",3146584198,Newspapers,"Carson, Ed",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 19, 2024",, English, English, Los Angeles,"Dec 19, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/lennox-join-s-amp-p-500-index-replacing-catalent/docview/3146584198/se-2?accountid=14762,,,,,,," FINANCE , FINANCE , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Lennox+To+Join+S%26amp%3BP+500+Index%2C+Replacing+Catalent&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Lennox+To+Join+S%26amp%3BP+500+Index%2C+Replacing+Catalent&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"This industrials company is joining the S&P 500 soon; Lennox is in, Catalent is out as deal with Novo Nordisk closes",3146569817,Newspapers,"Assis, Claudia"," Lennox International Inc , Novo Nordisk AS"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 18, 2024",, English, English, South Brunswick,"Dec 18, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/this-industrials-company-is-joining-s-amp-p-500/docview/3146569817/se-2?accountid=14762,,,,,,, PSYCHOLOGY,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=This+industrials+company+is+joining+the+S%26amp%3BP+500+soon%3B+Lennox+is+in%2C+Catalent+is+out+as+deal+with+Novo+Nordisk+closes&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=This+industrials+company+is+joining+the+S%26amp%3BP+500+soon%3B+Lennox+is+in%2C+Catalent+is+out+as+deal+with+Novo+Nordisk+closes&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Assis,ABI/INFORM Collection
"Fed Signals More Rate Cuts In 2025, But S&P 500 Slides On This Worry",3146515327,Newspapers,"Graham, Jed", CME Group Inc," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 18, 2024",, English, English, Los Angeles,"Dec 18, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/fed-signals-more-rate-cuts-2025-s-amp-p-500/docview/3146515327/se-2?accountid=14762," 92111 Executive Offices , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92111 Executive Offices , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," SUSTAINABILITY , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ACCTAX , ECONOMICS , SUSTAINABILITY , ECONOMICS , FINANCE , ECONOMICS , FINANCE , ECONOMICS , Press conferences , ECONOMICS , ECONOMICS , ECONOMICS , Trump, Donald J , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Fed+Signals+More+Rate+Cuts+In+2025%2C+But+S%26amp%3BP+500+Slides+On+This+Worry&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Fed+Signals+More+Rate+Cuts+In+2025%2C+But+S%26amp%3BP+500+Slides+On+This+Worry&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
